"Date","Currency","Mean","Buy","Sell"
"04/01/2024","STG POUND","198.9459","198.4182","199.4735"
"03/01/2024","STG POUND","199.0941","198.5876","199.6006"
"02/01/2024","STG POUND","199.8497","199.2018","200.4976"
"29/12/2023","STG POUND","199.8047","199.1971","200.4124"
"28/12/2023","STG POUND","198.9650","198.3735","199.5565"
"27/12/2023","STG POUND","197.1556","196.6712","197.6400"
"22/12/2023","STG POUND","196.1426","195.6953","196.5900"
"21/12/2023","STG POUND","195.8265","195.3971","196.2559"
"20/12/2023","STG POUND","196.4141","195.9694","196.8588"
"19/12/2023","STG POUND","195.1415","194.6924","195.5906"
"18/12/2023","STG POUND","195.8238","195.4929","196.1547"
"15/12/2023","STG POUND","194.9997","194.6888","195.3106"
"14/12/2023","STG POUND","192.1644","192.0106","192.3182"
"13/12/2023","STG POUND","192.8468","192.6912","193.0024"
"11/12/2023","STG POUND","192.8803","192.7194","193.0412"
"08/12/2023","STG POUND","192.7591","192.6029","192.9153"
"07/12/2023","STG POUND","193.2047","193.0476","193.3618"
"06/12/2023","STG POUND","193.5924","193.4359","193.7488"
"05/12/2023","STG POUND","194.2606","194.1100","194.4112"
"04/12/2023","STG POUND","193.8726","193.7088","194.0365"
"01/12/2023","STG POUND","193.7959","193.6335","193.9582"
"30/11/2023","STG POUND","194.4579","194.3024","194.6135"
"29/11/2023","STG POUND","193.3103","193.1547","193.4659"
"28/11/2023","STG POUND","193.1968","193.0371","193.3565"
"27/11/2023","STG POUND","192.2168","192.0582","192.3753"
"24/11/2023","STG POUND","191.6450","191.4965","191.7935"
"23/11/2023","STG POUND","191.3062","191.1500","191.4624"
"22/11/2023","STG POUND","191.2918","191.1388","191.4447"
"21/11/2023","STG POUND","190.1671","190.0106","190.3235"
"20/11/2023","STG POUND","189.3521","189.1982","189.5059"
"17/11/2023","STG POUND","188.9550","188.8000","189.1100"
"16/11/2023","STG POUND","189.5282","189.3800","189.6765"
"15/11/2023","STG POUND","186.7835","186.6265","186.9406"
"14/11/2023","STG POUND","185.5194","185.3653","185.6735"
"10/11/2023","STG POUND","186.0982","185.9459","186.2506"
"09/11/2023","STG POUND","185.7997","185.6565","185.9428"
"08/11/2023","STG POUND","186.2768","186.1271","186.4265"
"07/11/2023","STG POUND","187.4759","187.3247","187.6271"
"06/11/2023","STG POUND","186.3262","186.1824","186.4700"
"03/11/2023","STG POUND","184.2965","184.1482","184.4447"
"02/11/2023","STG POUND","182.7268","182.5747","182.8788"
"01/11/2023","STG POUND","183.2668","183.1100","183.4235"
"31/10/2023","STG POUND","182.7226","182.5759","182.8694"
"30/10/2023","STG POUND","182.6838","182.5394","182.8282"
"27/10/2023","STG POUND","182.0456","181.8953","182.1959"
"26/10/2023","STG POUND","182.3788","182.2318","182.5259"
"25/10/2023","STG POUND","183.0565","182.9082","183.2047"
"24/10/2023","STG POUND","182.5409","182.3959","182.6859"
"23/10/2023","STG POUND","182.0826","181.9324","182.2329"
"19/10/2023","STG POUND","182.3035","182.1618","182.4453"
"18/10/2023","STG POUND","181.7276","181.5782","181.8771"
"17/10/2023","STG POUND","181.9444","181.7929","182.0959"
"16/10/2023","STG POUND","181.9706","181.8229","182.1182"
"13/10/2023","STG POUND","183.1724","183.0294","183.3153"
"12/10/2023","STG POUND","183.2776","183.1347","183.4206"
"11/10/2023","STG POUND","181.5235","181.3771","181.6700"
"09/10/2023","STG POUND","181.6503","181.5018","181.7988"
"06/10/2023","STG POUND","180.4694","180.3271","180.6118"
"05/10/2023","STG POUND","180.7279","180.5829","180.8729"
"04/10/2023","STG POUND","179.2079","179.0624","179.3535"
"03/10/2023","STG POUND","180.2515","180.1024","180.4006"
"02/10/2023","STG POUND","181.4600","181.3159","181.6041"
"29/09/2023","STG POUND","180.5556","180.4029","180.7082"
"28/09/2023","STG POUND","179.6332","179.4829","179.7835"
"27/09/2023","STG POUND","180.0656","179.9135","180.2176"
"26/09/2023","STG POUND","180.3891","180.2453","180.5329"
"25/09/2023","STG POUND","180.8279","180.6776","180.9782"
"22/09/2023","STG POUND","181.0197","180.8700","181.1694"
"21/09/2023","STG POUND","182.2800","182.1259","182.4341"
"20/09/2023","STG POUND","182.4441","182.2959","182.5924"
"19/09/2023","STG POUND","182.0576","181.9100","182.2053"
"18/09/2023","STG POUND","182.2926","182.1441","182.4412"
"15/09/2023","STG POUND","182.3821","182.2347","182.5294"
"14/09/2023","STG POUND","183.2450","183.1012","183.3888"
"13/09/2023","STG POUND","182.6685","182.5206","182.8165"
"12/09/2023","STG POUND","183.3879","183.2306","183.5453"
"11/09/2023","STG POUND","182.6015","182.4541","182.7488"
"08/09/2023","STG POUND","182.1682","182.0182","182.3182"
"07/09/2023","STG POUND","183.3441","183.1912","183.4971"
"06/09/2023","STG POUND","183.2818","183.1312","183.4324"
"05/09/2023","STG POUND","184.0853","183.9324","184.2382"
"04/09/2023","STG POUND","184.7385","184.5865","184.8906"
"01/09/2023","STG POUND","184.5171","184.3635","184.6706"
"31/08/2023","STG POUND","184.6371","184.4876","184.7865"
"30/08/2023","STG POUND","182.7144","182.5594","182.8694"
"29/08/2023","STG POUND","182.7938","182.6412","182.9465"
"28/08/2023","STG POUND","182.9585","182.8059","183.1112"
"25/08/2023","STG POUND","183.1018","182.9476","183.2559"
"24/08/2023","STG POUND","183.1141","182.9594","183.2688"
"23/08/2023","STG POUND","184.3221","184.1674","184.4769"
"22/08/2023","STG POUND","184.0765","183.9259","184.2271"
"21/08/2023","STG POUND","183.7294","183.5771","183.8818"
"18/08/2023","STG POUND","184.0032","183.8518","184.1547"
"17/08/2023","STG POUND","183.5526","183.4000","183.7053"
"16/08/2023","STG POUND","183.1474","183.0012","183.2935"
"15/08/2023","STG POUND","182.0335","181.8818","182.1853"
"14/08/2023","STG POUND","182.3297","182.1847","182.4747"
"11/08/2023","STG POUND","183.2453","183.0853","183.4053"
"10/08/2023","STG POUND","182.6832","182.5276","182.8388"
"09/08/2023","STG POUND","181.9685","181.8176","182.1194"
"08/08/2023","STG POUND","182.5712","182.4129","182.7294"
"07/08/2023","STG POUND","182.2103","182.0594","182.3612"
"04/08/2023","STG POUND","181.2497","181.1000","181.3994"
"03/08/2023","STG POUND","181.5315","181.3800","181.6829"
"02/08/2023","STG POUND","182.2109","182.0565","182.3653"
"01/08/2023","STG POUND","183.0168","182.8641","183.1694"
"31/07/2023","STG POUND","182.9703","182.8212","183.1194"
"28/07/2023","STG POUND","182.8726","182.7159","183.0294"
"27/07/2023","STG POUND","183.6432","183.4894","183.7971"
"26/07/2023","STG POUND","182.3826","182.2300","182.5353"
"25/07/2023","STG POUND","182.1965","182.0488","182.3441"
"24/07/2023","STG POUND","182.4262","182.2759","182.5765"
"21/07/2023","STG POUND","182.5079","182.3635","182.6524"
"20/07/2023","STG POUND","182.9568","182.8024","183.1112"
"19/07/2023","STG POUND","185.1726","185.0165","185.3288"
"18/07/2023","STG POUND","185.1197","184.9635","185.2759"
"17/07/2023","STG POUND","185.3485","185.1941","185.5029"
"14/07/2023","STG POUND","185.0621","184.9100","185.2141"
"13/07/2023","STG POUND","183.2665","183.1124","183.4206"
"12/07/2023","STG POUND","182.2024","182.0476","182.3571"
"11/07/2023","STG POUND","180.5009","180.3518","180.6500"
"10/07/2023","STG POUND","179.8668","179.7118","180.0218"
"07/07/2023","STG POUND","179.7579","179.6059","179.9100"
"06/07/2023","STG POUND","179.0615","178.9094","179.2135"
"05/07/2023","STG POUND","179.0088","178.8600","179.1576"
"04/07/2023","STG POUND","178.5371","178.3818","178.6924"
"03/07/2023","STG POUND","178.4388","178.2900","178.5876"
"30/06/2023","STG POUND","177.2759","177.1247","177.4271"
"29/06/2023","STG POUND","179.0353","178.8841","179.1865"
"27/06/2023","STG POUND","178.6224","178.4724","178.7724"
"26/06/2023","STG POUND","178.6132","178.4565","178.7700"
"23/06/2023","STG POUND","179.0782","178.9235","179.2329"
"22/06/2023","STG POUND","178.4082","178.2559","178.5606"
"21/06/2023","STG POUND","178.7353","178.5800","178.8906"
"20/06/2023","STG POUND","179.4847","179.3318","179.6376"
"19/06/2023","STG POUND","179.4029","179.2524","179.5535"
"16/06/2023","STG POUND","177.1768","177.0271","177.3265"
"15/06/2023","STG POUND","176.9062","176.7547","177.0576"
"14/06/2023","STG POUND","175.7882","175.6376","175.9388"
"13/06/2023","STG POUND","174.8209","174.6753","174.9665"
"12/06/2023","STG POUND","175.1085","174.9612","175.2559"
"09/06/2023","STG POUND","173.8535","173.7082","173.9988"
"08/06/2023","STG POUND","173.3303","173.1812","173.4794"
"07/06/2023","STG POUND","172.4250","172.2741","172.5759"
"06/06/2023","STG POUND","172.1926","172.0459","172.3394"
"05/06/2023","STG POUND","173.7138","173.5682","173.8594"
"02/06/2023","STG POUND","171.3659","171.2247","171.5071"
"31/05/2023","STG POUND","172.1215","171.9794","172.2635"
"30/05/2023","STG POUND","170.9091","170.7594","171.0588"
"29/05/2023","STG POUND","170.8341","170.6871","170.9812"
"26/05/2023","STG POUND","170.5535","170.4088","170.6982"
"25/05/2023","STG POUND","171.1979","171.0494","171.3465"
"24/05/2023","STG POUND","170.8621","170.7112","171.0129"
"23/05/2023","STG POUND","171.5506","171.4053","171.6959"
"22/05/2023","STG POUND","171.1456","170.9971","171.2941"
"19/05/2023","STG POUND","170.8612","170.7153","171.0071"
"18/05/2023","STG POUND","171.3762","171.2288","171.5235"
"17/05/2023","STG POUND","171.7024","171.5547","171.8500"
"16/05/2023","STG POUND","171.5088","171.3588","171.6588"
"15/05/2023","STG POUND","171.3779","171.2294","171.5265"
"12/05/2023","STG POUND","171.5453","171.3988","171.6918"
"11/05/2023","STG POUND","173.0065","172.8541","173.1588"
"10/05/2023","STG POUND","172.0926","171.9465","172.2388"
"09/05/2023","STG POUND","172.8126","172.6618","172.9635"
"08/05/2023","STG POUND","171.8429","171.6976","171.9882"
"05/05/2023","STG POUND","171.4321","171.2859","171.5782"
"04/05/2023","STG POUND","170.5476","170.4006","170.6947"
"03/05/2023","STG POUND","169.7085","169.5606","169.8565"
"02/05/2023","STG POUND","170.0465","169.8971","170.1959"
"28/04/2023","STG POUND","169.3679","169.2212","169.5147"
"27/04/2023","STG POUND","169.5603","169.4118","169.7088"
"26/04/2023","STG POUND","168.3371","168.1900","168.4841"
"25/04/2023","STG POUND","168.5847","168.4353","168.7341"
"24/04/2023","STG POUND","168.4476","168.2965","168.5988"
"20/04/2023","STG POUND","168.2768","168.1288","168.4247"
"19/04/2023","STG POUND","167.7656","167.6159","167.9153"
"18/04/2023","STG POUND","166.9094","166.7606","167.0582"
"17/04/2023","STG POUND","167.8824","167.7318","168.0329"
"14/04/2023","STG POUND","168.2315","168.0835","168.3794"
"13/04/2023","STG POUND","166.9238","166.7800","167.0676"
"12/04/2023","STG POUND","166.2368","166.0953","166.3782"
"11/04/2023","STG POUND","166.0097","165.8635","166.1559"
"06/04/2023","STG POUND","166.3065","166.1600","166.4529"
"05/04/2023","STG POUND","166.0409","165.8929","166.1888"
"04/04/2023","STG POUND","164.3462","164.1982","164.4941"
"03/04/2023","STG POUND","164.1150","163.9653","164.2647"
"31/03/2023","STG POUND","163.6715","163.5282","163.8147"
"30/03/2023","STG POUND","162.9185","162.7694","163.0676"
"29/03/2023","STG POUND","162.2203","162.0724","162.3682"
"28/03/2023","STG POUND","161.2947","161.1482","161.4412"
"27/03/2023","STG POUND","160.4871","160.3382","160.6359"
"24/03/2023","STG POUND","161.7341","161.5894","161.8788"
"23/03/2023","STG POUND","160.7794","160.6353","160.9235"
"22/03/2023","STG POUND","159.8974","159.7547","160.0400"
"21/03/2023","STG POUND","159.2897","159.1435","159.4359"
"20/03/2023","STG POUND","157.8444","157.6988","157.9900"
"17/03/2023","STG POUND","156.5141","156.3676","156.6606"
"16/03/2023","STG POUND","156.6288","156.4824","156.7753"
"15/03/2023","STG POUND","157.6435","157.5006","157.7865"
"14/03/2023","STG POUND","156.7062","156.5641","156.8482"
"13/03/2023","STG POUND","155.0485","154.9071","155.1900"
"10/03/2023","STG POUND","153.0979","152.9576","153.2382"
"09/03/2023","STG POUND","152.2606","152.1171","152.4041"
"08/03/2023","STG POUND","154.1438","154.0029","154.2847"
"07/03/2023","STG POUND","153.8832","153.7400","154.0265"
"06/03/2023","STG POUND","153.2429","153.1024","153.3835"
"03/03/2023","STG POUND","152.5694","152.4288","152.7100"
"02/03/2023","STG POUND","153.5409","153.4018","153.6800"
"01/03/2023","STG POUND","153.7015","153.5635","153.8394"
"28/02/2023","STG POUND","151.8674","151.7235","152.0112"
"27/02/2023","STG POUND","151.7385","151.5971","151.8800"
"24/02/2023","STG POUND","152.1174","151.9729","152.2618"
"23/02/2023","STG POUND","152.6000","152.4629","152.7371"
"22/02/2023","STG POUND","152.6265","152.4871","152.7659"
"21/02/2023","STG POUND","151.5179","151.3806","151.6553"
"20/02/2023","STG POUND","150.2553","150.1241","150.3865"
"17/02/2023","STG POUND","151.1238","150.9835","151.2641"
"16/02/2023","STG POUND","151.3109","151.1882","151.4335"
"15/02/2023","STG POUND","153.1071","152.9724","153.2418"
"14/02/2023","STG POUND","151.2303","151.0947","151.3659"
"13/02/2023","STG POUND","151.6035","151.4653","151.7418"
"10/02/2023","STG POUND","152.0635","151.9300","152.1971"
"09/02/2023","STG POUND","150.9424","150.8000","151.0847"
"08/02/2023","STG POUND","149.9006","149.7671","150.0341"
"07/02/2023","STG POUND","150.3606","150.2194","150.5018"
"06/02/2023","STG POUND","152.7571","152.6171","152.8971"
"03/02/2023","STG POUND","153.1894","153.0447","153.3341"
"02/02/2023","STG POUND","153.5738","153.4329","153.7147"
"01/02/2023","STG POUND","153.5200","153.3759","153.6641"
"31/01/2023","STG POUND","153.9974","153.8582","154.1365"
"30/01/2023","STG POUND","153.9950","153.8541","154.1359"
"27/01/2023","STG POUND","154.2100","154.0629","154.3571"
"26/01/2023","STG POUND","153.1265","152.9882","153.2647"
"25/01/2023","STG POUND","152.9865","152.8524","153.1206"
"24/01/2023","STG POUND","153.6438","153.5035","153.7841"
"23/01/2023","STG POUND","153.3562","153.2224","153.4900"
"20/01/2023","STG POUND","153.2082","153.0700","153.3465"
"19/01/2023","STG POUND","152.8571","152.6935","153.0206"
"18/01/2023","STG POUND","151.6926","151.5576","151.8276"
"17/01/2023","STG POUND","151.1694","151.0282","151.3106"
"16/01/2023","STG POUND","150.9794","150.8465","151.1124"
"13/01/2023","STG POUND","150.6003","150.4647","150.7359"
"12/01/2023","STG POUND","150.0947","149.9553","150.2341"
"11/01/2023","STG POUND","150.3126","150.1806","150.4447"
"10/01/2023","STG POUND","150.0956","149.9588","150.2324"
"09/01/2023","STG POUND","147.3056","147.1706","147.4406"
"06/01/2023","STG POUND","148.5565","148.4212","148.6918"
"05/01/2023","STG POUND","148.7218","148.5818","148.8618"
"04/01/2023","STG POUND","148.1915","148.0535","148.3294"
"03/01/2023","STG POUND","148.7291","148.5900","148.8682"
"30/12/2022","STG POUND","148.4671","148.3253","148.6088"
"29/12/2022","STG POUND","148.8882","148.7524","149.0241"
"28/12/2022","STG POUND","148.6721","148.5294","148.8147"
"23/12/2022","STG POUND","148.5400","148.4053","148.6747"
"22/12/2022","STG POUND","149.5350","149.3971","149.6729"
"21/12/2022","STG POUND","149.4012","149.2671","149.5353"
"20/12/2022","STG POUND","149.8068","149.6612","149.9524"
"19/12/2022","STG POUND","149.8894","149.7482","150.0306"
"16/12/2022","STG POUND","151.8109","151.6724","151.9494"
"15/12/2022","STG POUND","152.0432","151.8988","152.1876"
"14/12/2022","STG POUND","151.8876","151.7441","152.0312"
"13/12/2022","STG POUND","150.6826","150.5371","150.8282"
"09/12/2022","STG POUND","149.7056","149.5559","149.8553"
"08/12/2022","STG POUND","149.6379","149.4947","149.7812"
"07/12/2022","STG POUND","149.7124","149.5641","149.8606"
"06/12/2022","STG POUND","150.7326","150.5876","150.8776"
"05/12/2022","STG POUND","150.5076","150.3641","150.6512"
"02/12/2022","STG POUND","149.3600","149.2159","149.5041"
"01/12/2022","STG POUND","146.9238","146.7865","147.0612"
"30/11/2022","STG POUND","147.2071","147.0624","147.3518"
"29/11/2022","STG POUND","147.9729","147.8282","148.1176"
"28/11/2022","STG POUND","147.8982","147.7524","148.0441"
"25/11/2022","STG POUND","148.0324","147.8882","148.1765"
"24/11/2022","STG POUND","146.2929","146.1500","146.4359"
"23/11/2022","STG POUND","145.2112","145.0653","145.3571"
"22/11/2022","STG POUND","144.2979","144.1512","144.4447"
"21/11/2022","STG POUND","145.4768","145.3347","145.6188"
"18/11/2022","STG POUND","144.8365","144.6953","144.9776"
"17/11/2022","STG POUND","144.9762","144.8429","145.1094"
"16/11/2022","STG POUND","145.2106","145.0753","145.3459"
"15/11/2022","STG POUND","143.6297","143.4929","143.7665"
"14/11/2022","STG POUND","143.1891","143.0541","143.3241"
"11/11/2022","STG POUND","139.9215","139.7847","140.0582"
"10/11/2022","STG POUND","139.6918","139.5553","139.8282"
"09/11/2022","STG POUND","139.3376","139.2006","139.4747"
"08/11/2022","STG POUND","139.1441","139.0076","139.2806"
"07/11/2022","STG POUND","136.6968","136.5600","136.8335"
"04/11/2022","STG POUND","136.8968","136.7629","137.0306"
"03/11/2022","STG POUND","139.8485","139.7112","139.9859"
"02/11/2022","STG POUND","139.8879","139.7506","140.0253"
"01/11/2022","STG POUND","139.7921","139.6612","139.9229"
"31/10/2022","STG POUND","140.2965","140.1612","140.4318"
"28/10/2022","STG POUND","140.6512","140.5112","140.7912"
"27/10/2022","STG POUND","140.3274","140.1865","140.4682"
"26/10/2022","STG POUND","137.9450","137.8071","138.0829"
"25/10/2022","STG POUND","137.1126","136.9712","137.2541"
"24/10/2022","STG POUND","134.9924","134.8565","135.1282"
"21/10/2022","STG POUND","136.4582","136.3241","136.5924"
"19/10/2022","STG POUND","137.1300","136.9947","137.2653"
"18/10/2022","STG POUND","136.5926","136.4582","136.7271"
"17/10/2022","STG POUND","136.1274","135.9876","136.2671"
"14/10/2022","STG POUND","134.8068","134.6706","134.9429"
"13/10/2022","STG POUND","133.4506","133.3206","133.5806"
"12/10/2022","STG POUND","133.2079","133.0806","133.3353"
"11/10/2022","STG POUND","135.6238","135.4876","135.7600"
"07/10/2022","STG POUND","136.7082","136.5735","136.8429"
"06/10/2022","STG POUND","137.4897","137.3559","137.6235"
"05/10/2022","STG POUND","136.4632","136.3294","136.5971"
"04/10/2022","STG POUND","135.3744","135.2365","135.5124"
"03/10/2022","STG POUND","134.6097","134.4765","134.7429"
"30/09/2022","STG POUND","130.6644","130.5341","130.7947"
"29/09/2022","STG POUND","128.1524","128.0371","128.2676"
"28/09/2022","STG POUND","130.4747","130.3453","130.6041"
"27/09/2022","STG POUND","129.9759","129.8465","130.1053"
"26/09/2022","STG POUND","134.5835","134.4524","134.7147"
"23/09/2022","STG POUND","136.5141","136.3812","136.6471"
"22/09/2022","STG POUND","136.9332","136.7965","137.0700"
"21/09/2022","STG POUND","137.6435","137.5112","137.7759"
"20/09/2022","STG POUND","137.4200","137.2894","137.5506"
"19/09/2022","STG POUND","137.9882","137.8494","138.1271"
"16/09/2022","STG POUND","138.6682","138.5259","138.8106"
"15/09/2022","STG POUND","139.2694","139.1300","139.4088"
"14/09/2022","STG POUND","140.4294","140.2871","140.5718"
"12/09/2022","STG POUND","139.1009","138.9659","139.2359"
"09/09/2022","STG POUND","138.7535","138.6153","138.8918"
"08/09/2022","STG POUND","138.2444","138.1076","138.3812"
"07/09/2022","STG POUND","138.8982","138.7618","139.0347"
"06/09/2022","STG POUND","138.2379","138.1012","138.3747"
"05/09/2022","STG POUND","138.9162","138.7782","139.0541"
"02/09/2022","STG POUND","139.0603","138.9235","139.1971"
"01/09/2022","STG POUND","139.8756","139.7359","140.0153"
"31/08/2022","STG POUND","140.4988","140.3588","140.6388"
"30/08/2022","STG POUND","140.8541","140.7153","140.9929"
"29/08/2022","STG POUND","141.7779","141.6429","141.9129"
"26/08/2022","STG POUND","141.7106","141.5694","141.8518"
"25/08/2022","STG POUND","141.2762","141.1406","141.4118"
"24/08/2022","STG POUND","141.2124","141.0747","141.3500"
"23/08/2022","STG POUND","141.4521","141.3129","141.5912"
"22/08/2022","STG POUND","142.2700","142.1294","142.4106"
"19/08/2022","STG POUND","144.1456","144.0047","144.2865"
"18/08/2022","STG POUND","144.0115","143.8694","144.1535"
"17/08/2022","STG POUND","144.0115","143.8694","144.1535"
"16/08/2022","STG POUND","144.5074","144.3618","144.6529"
"15/08/2022","STG POUND","144.8009","144.6618","144.9400"
"12/08/2022","STG POUND","145.4203","145.2765","145.5641"
"11/08/2022","STG POUND","144.8844","144.7447","145.0241"
"10/08/2022","STG POUND","144.3606","144.2188","144.5024"
"08/08/2022","STG POUND","144.3521","144.2088","144.4953"
"05/08/2022","STG POUND","144.5062","144.3671","144.6453"
"04/08/2022","STG POUND","144.9318","144.7882","145.0753"
"03/08/2022","STG POUND","145.3556","145.2165","145.4947"
"02/08/2022","STG POUND","145.4032","145.2624","145.5441"
"01/08/2022","STG POUND","144.4294","144.2853","144.5735"
"29/07/2022","STG POUND","143.6903","143.5465","143.8341"
"28/07/2022","STG POUND","143.0547","142.9153","143.1941"
"27/07/2022","STG POUND","142.6912","142.5471","142.8353"
"26/07/2022","STG POUND","142.7032","142.5612","142.8453"
"25/07/2022","STG POUND","141.7359","141.5953","141.8765"
"22/07/2022","STG POUND","141.6103","141.4694","141.7512"
"21/07/2022","STG POUND","142.0706","141.9276","142.2135"
"20/07/2022","STG POUND","141.9135","141.7729","142.0541"
"19/07/2022","STG POUND","141.1629","141.0194","141.3065"
"18/07/2022","STG POUND","140.0476","139.9082","140.1871"
"15/07/2022","STG POUND","140.3121","140.1765","140.4476"
"14/07/2022","STG POUND","140.5479","140.4059","140.6900"
"13/07/2022","STG POUND","140.6512","140.5094","140.7929"
"12/07/2022","STG POUND","141.5432","141.4029","141.6835"
"08/07/2022","STG POUND","141.3388","141.2024","141.4753"
"07/07/2022","STG POUND","141.2174","141.0771","141.3576"
"06/07/2022","STG POUND","141.8679","141.7294","142.0065"
"05/07/2022","STG POUND","143.0982","142.9535","143.2429"
"04/07/2022","STG POUND","142.6335","142.4906","142.7765"
"01/07/2022","STG POUND","143.0509","142.9059","143.1959"
"30/06/2022","STG POUND","143.7006","143.5582","143.8429"
"29/06/2022","STG POUND","144.3647","144.2182","144.5112"
"28/06/2022","STG POUND","144.3571","144.2135","144.5006"
"27/06/2022","STG POUND","144.3176","144.1735","144.4618"
"24/06/2022","STG POUND","143.9156","143.7724","144.0588"
"23/06/2022","STG POUND","143.9262","143.7841","144.0682"
"22/06/2022","STG POUND","144.2200","144.0724","144.3676"
"21/06/2022","STG POUND","143.6832","143.5400","143.8265"
"20/06/2022","STG POUND","143.8150","143.6735","143.9565"
"17/06/2022","STG POUND","142.1753","142.0341","142.3165"
"16/06/2022","STG POUND","141.3891","141.2476","141.5306"
"15/06/2022","STG POUND","142.5818","142.4418","142.7218"
"14/06/2022","STG POUND","144.0906","143.9459","144.2353"
"13/06/2022","STG POUND","146.4394","146.2900","146.5888"
"10/06/2022","STG POUND","146.9444","146.7988","147.0900"
"09/06/2022","STG POUND","147.0700","146.9241","147.2159"
"08/06/2022","STG POUND","146.5035","146.3576","146.6494"
"07/06/2022","STG POUND","146.9359","146.7859","147.0859"
"06/06/2022","STG POUND","146.9826","146.8324","147.1329"
"03/06/2022","STG POUND","146.9094","146.7624","147.0565"
"02/06/2022","STG POUND","147.2074","147.0582","147.3565"
"31/05/2022","STG POUND","147.4479","147.2988","147.5971"
"30/05/2022","STG POUND","147.4521","147.3035","147.6006"
"27/05/2022","STG POUND","147.1265","146.9824","147.2706"
"26/05/2022","STG POUND","146.2797","146.1294","146.4300"
"25/05/2022","STG POUND","146.1568","146.0065","146.3071"
"24/05/2022","STG POUND","146.5468","146.4000","146.6935"
"23/05/2022","STG POUND","145.6768","145.5306","145.8229"
"20/05/2022","STG POUND","145.1318","144.9847","145.2788"
"19/05/2022","STG POUND","144.9221","144.7776","145.0665"
"18/05/2022","STG POUND","144.7794","144.6359","144.9229"
"17/05/2022","STG POUND","142.9882","142.8429","143.1335"
"16/05/2022","STG POUND","142.6091","142.4629","142.7553"
"13/05/2022","STG POUND","142.9650","142.8235","143.1065"
"12/05/2022","STG POUND","143.6565","143.5129","143.8000"
"11/05/2022","STG POUND","143.7497","143.6100","143.8894"
"10/05/2022","STG POUND","143.9041","143.7647","144.0435"
"09/05/2022","STG POUND","143.9691","143.8235","144.1147"
"06/05/2022","STG POUND","144.9232","144.7747","145.0718"
"05/05/2022","STG POUND","145.5100","145.3641","145.6559"
"04/05/2022","STG POUND","145.3526","145.2088","145.4965"
"28/04/2022","STG POUND","146.0897","145.9429","146.2365"
"27/04/2022","STG POUND","147.3400","147.1900","147.4900"
"26/04/2022","STG POUND","148.0594","147.9141","148.2047"
"25/04/2022","STG POUND","149.4556","149.3053","149.6059"
"22/04/2022","STG POUND","150.8865","150.7324","151.0406"
"21/04/2022","STG POUND","150.8771","150.7235","151.0306"
"20/04/2022","STG POUND","150.6156","150.4647","150.7665"
"19/04/2022","STG POUND","151.3844","151.2306","151.5382"
"14/04/2022","STG POUND","150.3085","150.1576","150.4594"
"13/04/2022","STG POUND","150.4412","150.2929","150.5894"
"12/04/2022","STG POUND","150.3391","150.1871","150.4912"
"11/04/2022","STG POUND","150.5041","150.3535","150.6547"
"08/04/2022","STG POUND","150.7871","150.6335","150.9406"
"07/04/2022","STG POUND","150.8544","150.7000","151.0088"
"06/04/2022","STG POUND","151.1550","151.0000","151.3100"
"05/04/2022","STG POUND","150.9524","150.8035","151.1012"
"04/04/2022","STG POUND","150.8935","150.7382","151.0488"
"01/04/2022","STG POUND","150.9494","150.7953","151.1035"
"31/03/2022","STG POUND","151.1268","150.9747","151.2788"
"30/03/2022","STG POUND","150.3429","150.1882","150.4976"
"29/03/2022","STG POUND","151.0572","150.9069","151.2075"
"28/03/2022","STG POUND","151.4079","151.2535","151.5624"
"25/03/2022","STG POUND","151.3032","151.1535","151.4529"
"24/03/2022","STG POUND","151.4982","151.3476","151.6488"
"23/03/2022","STG POUND","151.3297","151.1765","151.4829"
"22/03/2022","STG POUND","150.6421","150.4906","150.7935"
"21/03/2022","STG POUND","150.3156","150.1618","150.4694"
"18/03/2022","STG POUND","150.4456","150.2865","150.6047"
"17/03/2022","STG POUND","149.8271","149.6765","149.9776"
"16/03/2022","STG POUND","149.7074","149.5571","149.8576"
"15/03/2022","STG POUND","150.0415","149.8876","150.1953"
"14/03/2022","STG POUND","150.5582","150.4065","150.7100"
"11/03/2022","STG POUND","150.4062","150.2559","150.5565"
"10/03/2022","STG POUND","150.0571","149.9100","150.2041"
"09/03/2022","STG POUND","150.1944","150.0435","150.3453"
"08/03/2022","STG POUND","150.7500","150.6000","150.9000"
"07/03/2022","STG POUND","151.8965","151.7353","152.0576"
"04/03/2022","STG POUND","152.4115","152.2553","152.5676"
"03/03/2022","STG POUND","152.2453","152.0894","152.4012"
"02/03/2022","STG POUND","152.8182","152.6641","152.9724"
"01/03/2022","STG POUND","152.7197","152.5671","152.8724"
"28/02/2022","STG POUND","152.6794","152.5265","152.8324"
"25/02/2022","STG POUND","152.8926","152.7353","153.0500"
"24/02/2022","STG POUND","154.7103","154.5541","154.8665"
"23/02/2022","STG POUND","154.2250","154.0682","154.3818"
"22/02/2022","STG POUND","154.4291","154.2718","154.5865"
"21/02/2022","STG POUND","154.3968","154.2412","154.5524"
"18/02/2022","STG POUND","154.3015","154.1459","154.4571"
"17/02/2022","STG POUND","153.8718","153.7176","154.0259"
"16/02/2022","STG POUND","153.8129","153.6588","153.9671"
"15/02/2022","STG POUND","153.6891","153.5335","153.8447"
